session.id	speaker.id	word.id	morphemes	word.transcription	glosses	types	ids	record.id	subcorpus	genre	spkr.age	pref.seq	cat.seq	bigram.type
suntala_talk	51	1249511	mai u numd yokt e	maunumyokte	NEG 3nsS/A do NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 1781 2460 1234	suntala_talk.52.a	adult	Conversation	24496	mai.u	neg.ag	"ag,neg"
rana_pilgrim	51	1223558	kha mai u hid yokt a k e	khamaiuhiyoktake	1nsP NEG 3nsS/A cope.with NEG PST IPFV IND.PST	prefix prefix prefix stem suffix suffix suffix suffix	655 1199 1201 128 2460 1202 ROS38 1234	rana_pilgrim.053	adult	Narrative	24584	kha.mai	pat.neg	"neg,pat"
rana_pilgrim	51	1223648	kha u mett e	khaumette	1nsP 3nsS/A do.with/to IND.PST	prefix prefix stem suffix	655 1201 294 1234	rana_pilgrim.076	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"
rana_pilgrim	51	1223571	kha u mett yakt e	khaumetake	1nsP 3nsS/A do.with/to IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 294 6674 1234	rana_pilgrim.057	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"
rana_pilgrim	51	1223738	kha u pid yakt e	khaupidake	1nsP 3nsS/A give IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 363 6674 1234	rana_pilgrim.096	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"
rana_pilgrim	51	1223561	kha u pid yakt e	khaupidake	1nsP 3nsS/A give IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 363 6674 1234	rana_pilgrim.054	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"
rana_pilgrim	51	1223737	kha u pid yakt e	khaupidake	1nsP 3nsS/A give IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 363 6674 1234	rana_pilgrim.095	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"
rana_pilgrim	51	1223567	kha u ratt yakt e	khaurattake	1nsP 3nsS/A scold IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 409 6674 1234	rana_pilgrim.056	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"
rana_pilgrim	51	1223558	kha mai u hid yokt a k e	khamaiuhiyoktake	1nsP NEG 3nsS/A cope.with NEG PST IPFV IND.PST	prefix prefix prefix stem suffix suffix suffix suffix	655 1199 1201 128 2460 1202 ROS38 1234	rana_pilgrim.053	adult	Narrative	24584	mai.u	neg.ag	"ag,neg"
clldch1r11s01	52	331278	na mai latt t e	namalatte	3>2 NEG be.enough.for NEG IND.PST	prefix prefix stem suffix suffix	1200 1199 227 2458 1234	CLLDCh1R11S01.009	CLLD	Conversation	7051	na.mai	pat.neg	"neg,pat"
clldch1r11s01	52	331437	a mai nis t u ŋs e	amainithose	2S/A NEG know NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 335 2458 2459 6702 1234	CLLDCh1R11S01.054	CLLD	Conversation	7051	a.mai	ag.neg	"ag,neg"
mundhum_ld	53	1161859	a kha pid kha	akhapikha	2S/A 1nsP give NMLZ	prefix prefix stem suffix	654 655 363 1335	mundhum_LD.10	adult	Ritual	33076	a.kha	ag.pat	"ag,pat"
dihi_khahare	54	1061182	mai u ta yokt e	mautayokte	NEG 3nsS/A come NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 2460 1234	dihi_khahare.312	adult	Conversation	8805	mai.u	neg.ag	"ag,neg"
clldch4r08s07	54	916175	mai ma lud th a	mamaluthaʔ	NEG 1nseP tell NEG IMP	prefix prefix stem suffix suffix	1199 656 1575 2458 1236	CLLDCh4R08S07.066	CLLD	Conversation	7773	mai.ma	neg.pat	"neg,pat"
clldch4r08s03	54	910810	na mai lud th e	namaluthe	3>2 NEG tell NEG IND.PST	prefix prefix stem suffix suffix	1200 1199 1575 2458 1234	CLLDCh4R08S03.230	CLLD	Conversation	7772	na.mai	pat.neg	"neg,pat"
dr_exp	54	1066265	na mai thett th e	namaithetthe	3>2 NEG be.appropriate.for NEG IND.PST	prefix prefix stem suffix suffix	1200 1199 2279 2458 1234	DR_exp.0052	adult	Conversation	NA	na.mai	pat.neg	"neg,pat"
dkt_ktm_trip	54	1063970	na mai chitt th e	namachitte	3>2 NEG find NEG IND.PST	prefix prefix stem suffix suffix	1200 1199 79 2458 1234	dkt-ktm-trip.0476	adult	Conversation	NA	na.mai	pat.neg	"neg,pat"
cldlch2r04s04	54	61371	u mai yukt th u ŋs e	umaiyuktoŋse	3nsS/A NEG keep.for NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2472 2458 2459 6702 1234	CLDLCh2R04S04.241	CLDL	Conversation	7735	u.mai	ag.neg	"ag,neg"
cldlch2r05s06	54	77210	u mai ŋis yokt e	umainiyokte	3nsS/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 335 2460 1234	CLDLCh2R05S06.474	CLDL	Conversation	7836	u.mai	ag.neg	"ag,neg"
clldch4r10s10	54	943479	u mai chitt a ce e	umachittace	3nsS/A NEG meet PST d IND.PST	prefix prefix stem suffix suffix suffix	1201 1199 79 1202 1203 1234	CLLDCh4R10S10.0537	CLLD	Conversation	7836	u.mai	ag.neg	"ag,neg"
ctn_aware	54	1011204	u mai hid th e	umahitheʔ	3nsS/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 JP020 2458 1234	ctn_aware.583	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"
dkt_ktm_trip	54	1062724	a mai ims th i kha	amaĩimtikha	2S/A NEG sleep NEG 1/2pS/P NMLZ	prefix prefix stem suffix suffix suffix	654 1199 1244 2458 1678 1335	dkt-ktm-trip.0141	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
clldch4r07s02	54	888114	a mai hid th a ce e	amahitace	2S/A NEG can NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 127 2458 1202 1203 1234	CLLDCh4R07S02.1353	CLLD	Conversation	7736	a.mai	ag.neg	"ag,neg"
clldch1r07s04	54	288833	a mai khems yokt e	amaikhemokte	2S/A NEG listen NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1370 2460 1234	CLLDCh1R07S04.209	CLLD	Conversation	7737	a.mai	ag.neg	"ag,neg"
clldch4r10s11	54	944669	a mai lud th e ʔ	amaluteʔ	2S/A NEG tell NEG IND.PST EMPH	prefix prefix stem suffix suffix suffix	654 1199 1575 2458 1234 6766	CLLDCh4R10S11.030	CLLD	Conversation	7839	a.mai	ag.neg	"ag,neg"
clldch4r10s11	54	944677	a mai lud yakt th e ʔ	amailuyakteʔ	2S/A NEG tell IPFV NEG IND.PST EMPH	prefix prefix stem suffix suffix suffix suffix	654 1199 1575 6674 2458 1234 6766	CLLDCh4R10S11.034	CLLD	Conversation	7839	a.mai	ag.neg	"ag,neg"
clldch3r08s07	54	675762	a mai ta yokt e	amatayokteʔ	2S/A NEG come NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2192 2460 1234	CLLDCh3R08S07.113	CLLD	Conversation	7776	a.mai	ag.neg	"ag,neg"
dkt_ktm_trip	54	1063429	a mai thukt th a ca a ce e	amaĩthuktaciyace	2S/A NEG cook NEG PST COMPL PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 2303 2458 1202 6681 1202 1203 1234	dkt-ktm-trip.0333	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
dkt_ktm_trip	54	1063436	a mai thukt th a ca a ce e	amaĩthuktaciyace	2S/A NEG cook NEG PST COMPL PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 2303 2458 1202 6681 1202 1203 1234	dkt-ktm-trip.0336	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
clldch4r03s05	54	810244	a mai tokt th e	amatokteʔ	2S/A NEG get NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2332 2458 1234	CLLDCh4R03S05.0351	CLLD	Conversation	7625	a.mai	ag.neg	"ag,neg"
clldch4r03s05	54	809948	a mai wat th u ŋs e	amaiwattoŋseʔ	2S/A NEG put.on NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 2429 2458 2459 6702 1234	CLLDCh4R03S05.0235	CLLD	Conversation	7625	a.mai	ag.neg	"ag,neg"
clldch1r03s07	54	230875	a mai ŋis th e	amanithe	2S/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	654 1199 335 2458 1234	CLLDCh1R03S07.167	CLLD	Conversation	7625	a.mai	ag.neg	"ag,neg"
dr_exp	54	1069248	a mai pid th u ce e	amapithoce	2S/A NEG give NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 363 2458 2459 1204 1234	DR_exp.0790	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
dkt_ktm_trip	54	1063948	a mai ratt th i e	amarattihẽ	2S/A NEG shout NEG 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix	654 1199 409 2458 1678 1234	dkt-ktm-trip.0470	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
dr_exp	54	1068551	a mai cekt th a ce e	amaicekthace	2S/A NEG speak NEG PST 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 45 2458 1202 1204 1234	DR_exp.0623	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
dr_exp	54	1068468	a mai hid th a	amahitha	2S/A NEG be.in.good.health NEG PST	prefix prefix stem suffix suffix	654 1199 JP020 2458 1202	DR_exp.0603	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
dr_exp	54	1066104	a mai hid th e	amahithe	2S/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	654 1199 JP020 2458 1234	DR_exp.0003	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
dr_exp	54	1066098	a mai hid th e	amahithe	2S/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	654 1199 JP020 2458 1234	DR_exp.0001	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
ctn_aware	54	1012728	kha a lud i kV nɨŋ	khaaludikinɨŋ	1nseP 2S/A tell 1/2pS/P IND.NPST NEG	prefix prefix stem suffix suffix suffix	655 654 1575 1678 1682 2457	ctn_aware.936	adult	Conversation	NA	kha.a	pat.ag	"ag,pat"
clldch2r07s02	55	459979	mai a tokt e	maiatokte	NEG 2S/A get IND.PST	prefix prefix stem suffix	1199 654 2332 1234	CLLDCh2R07S02.0049	CLLD	Conversation	18249	mai.a	neg.ag	"ag,neg"
clldch2r07s02	55	463337	a mai ca u th e	amacothe	2S/A NEG eat 3P NEG IND.PST	prefix prefix stem suffix suffix suffix	654 1199 771 2459 2458 1234	CLLDCh2R07S02.1332	CLLD	Conversation	18249	a.mai	ag.neg	"ag,neg"
clldch3r07s02	55	655712	kha a pid no kha	khaapinokha	1nseP 2S/A give IND.NPST NMLZ	prefix prefix stem suffix suffix	655 654 363 2330 1335	CLLDCh3R07S02.171	CLLD	Conversation	18248	kha.a	pat.ag	"ag,pat"
cldlch3r01s03	56	112949	u mai cums yokt u ce e	umacumyoktuce	3nsS/A NEG make.ready NEG 3P ns IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 59 2460 2459 6748 1234	CLDLCh3R01S03.422	CLDL	Conversation	23138	u.mai	ag.neg	"ag,neg"
cldlch3r01s04	56	114203	a mai hid yokt i e	amahiyoktihẽ	2S/A NEG finish NEG 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix	654 1199 128 2460 1678 1234	CLDLCh3R01S04.082	CLDL	Conversation	23138	a.mai	ag.neg	"ag,neg"
yupung_puma	57	1288214	a mai hid yokt a ce e	amaihiyoktace	2S/A NEG can NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 127 2460 1202 1203 1234	yupung_puma.219	adult	Ritual	NA	a.mai	ag.neg	"ag,neg"
on_jalpadevi	58	1165223	mai u numd yokt a ŋ ni ŋ e	maiunumyoktaŋnɨŋhẽ	NEG 3nsS/A do NEG PST 1sS/P 2/3p 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 1781 2460 1202 2875 2329 2875 1234	on_jalpadebi.033	adult	Description	12142	mai.u	neg.ag	"ag,neg"
cldlch2r04s02	58	60002	a mai thukt th i ŋs i e	amathuktisihẽ	2S/A NEG cook NEG 1/2pS/P PRF 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 2303 2458 1678 6702 1678 1234	CLDLCh2R04S02.670	CLDL	Conversation	12370	a.mai	ag.neg	"ag,neg"
clldch1r02s01	59	200259	na mai khutt u yakt e	namaikhuiʔokte	3>2 NEG bring 3P IPFV IND.PST	prefix prefix stem suffix suffix suffix	1200 1199 219 2459 6674 1234	CLLDCh1R02S01.0641	CLLD	Conversation	12087	na.mai	pat.neg	"neg,pat"
community_view	59	1003102	u mai hid yokt u ŋs e	umahiyoktoŋse	3nsS/A NEG be.able NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 127 2460 2459 6702 1234	community_view.157	adult	Conversation	13477	u.mai	ag.neg	"ag,neg"
community_view	59	1003104	u mai hid yokt u ŋs e	umahiyoktoŋse	3nsS/A NEG be.able NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 127 2460 2459 6702 1234	community_view.157	adult	Conversation	13477	u.mai	ag.neg	"ag,neg"
chintang_now	59	16026	u mai khat th e	umaikhat-the	3nsS/A NEG go NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1363 2458 1234	chintang_now.1241	adult	Conversation	13477	u.mai	ag.neg	"ag,neg"
story_cat	59	1241066	u mai toŋs yokt a ce e	umaitoŋyoktace	3nsS/A NEG intimate NEG PST ns IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2340 2460 1202 6748 1234	story_cat.254	adult	Narrative	12070	u.mai	ag.neg	"ag,neg"
story_cat	59	1241124	u mai toŋs yakt a ce e	umaitoŋwaktace	3nsS/A NEG intimate IPFV PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2340 6674 1202 1203 1234	story_cat.268	adult	Narrative	12070	u.mai	ag.neg	"ag,neg"
community_view	59	1002917	u mai tok yokt e	umaitokyokte	3nsS/A NEG get.the.chance.to NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 524 2460 1234	community_view.122	adult	Conversation	13477	u.mai	ag.neg	"ag,neg"
community_view	59	1004043	a mai thap yokt e	amaithapyokte	2S/A NEG come.over NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2258 2460 1234	community_view.307	adult	Conversation	13477	a.mai	ag.neg	"ag,neg"
chintang_now	59	15257	a mai thug yokt a ce e	amaithuŋyoktace	2S/A NEG smoke NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 2313 2460 1202 1203 1234	chintang_now.1026	adult	Conversation	13477	a.mai	ag.neg	"ag,neg"
chintang_now	59	14464	a mai lemd yokt u ce e	amailemyotuce	2S/A NEG flirt.with NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 247 2460 2459 1204 1234	chintang_now.0803	adult	Conversation	13477	a.mai	ag.neg	"ag,neg"
chintang_now	59	14504	a mai lemd yokt u ce e	amailemyoktuce	2S/A NEG flirt.with NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 247 2460 2459 1204 1234	chintang_now.0814	adult	Conversation	13477	a.mai	ag.neg	"ag,neg"
chintang_now	59	15223	a mai yug yokt a ce e	amayuŋyaktace	2S/A NEG sit NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 2478 2460 1202 1203 1234	chintang_now.1018	adult	Conversation	13477	a.mai	ag.neg	"ag,neg"
pahiro_talk	59	1174580	a ma khutt e	amakhutte	2S/A 1nseP bring IND.PST	prefix prefix stem suffix	654 656 219 1234	pahiro_talk.836	adult	Conversation	NA	a.ma	ag.pat	"ag,pat"
chintang_now	59	12992	kha u mai paŋs th e	khaumaipaŋte	1nsP 3nsS/A NEG send NEG IND.PST	prefix prefix prefix stem suffix suffix	655 1201 1199 1846 2458 1234	chintang_now.0369	adult	Conversation	13477	kha.u	pat.ag	"ag,pat"
pahiro_talk	59	1174543	kha u pid e	khaupideʔ	1nsP 3nsS/A give IND.PST	prefix prefix stem suffix	655 1201 363 1234	pahiro_talk.825	adult	Conversation	NA	kha.u	pat.ag	"ag,pat"
community_view	59	1004787	kha u copt ne	khaucopne	1nsP 3nsS/A see OPT	prefix prefix stem suffix	655 1201 947 1767	community_view.421	adult	Conversation	13477	kha.u	pat.ag	"ag,pat"
chintang_now	59	12992	kha u mai paŋs th e	khaumaipaŋte	1nsP 3nsS/A NEG send NEG IND.PST	prefix prefix prefix stem suffix suffix	655 1201 1199 1846 2458 1234	chintang_now.0369	adult	Conversation	13477	u.mai	ag.neg	"ag,neg"
clldch2r01s02a	60	374411	mai na patt yokt e	mainapayokte	NEG 3>2 call NEG IND.PST	prefix prefix stem suffix suffix	1199 1200 1842 2460 1234	CLLDCh2R01S02a.0718	CLLD	Conversation	21654	mai.na	neg.pat	"neg,pat"
clldch3r07s01	61	654608	mai a ratt t e	maiaratte	NEG 2S/A scold NEG IND.PST	prefix prefix stem suffix suffix	1199 654 409 2458 1234	CLLDCh3R07S01.1010	CLLD	Conversation	10220	mai.a	neg.ag	"ag,neg"
clldch3r09s03	61	679859	u mai thug yokt a ce e	umaithuŋoktaceʔ	3nsS/A NEG drink NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2313 2460 1202 1203 1234	CLLDCh3R09S03.1219	CLLD	Conversation	10286	u.mai	ag.neg	"ag,neg"
clldch3r04s07	61	619984	a mai khat th a ce e	amakhattace	2S/A NEG go NEG PST 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1363 2458 1202 1204 1234	CLLDCh3R04S07.1044	CLLD	Conversation	10138	a.mai	ag.neg	"ag,neg"
clldch3r07s03	61	656708	a mai ta yokt e	amaitayokteʔ	2S/A NEG come NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2192 2460 1234	CLLDCh3R07S03.121	CLLD	Conversation	10221	a.mai	ag.neg	"ag,neg"
clldch3r09s03	61	679840	a mai pid yokt u ce kha	amaipioktucekha	2S/A NEG give NEG 3P 3nsP NMLZ	prefix prefix stem suffix suffix suffix suffix	654 1199 363 2460 2459 1204 1335	CLLDCh3R09S03.1212	CLLD	Conversation	10286	a.mai	ag.neg	"ag,neg"
clldch3r07s01	61	654602	a mai ratt t e	amairatte	2S/A NEG scold NEG IND.PST	prefix prefix stem suffix suffix	654 1199 409 2458 1234	CLLDCh3R07S01.1006	CLLD	Conversation	10220	a.mai	ag.neg	"ag,neg"
clldch3r06s02	61	640882	a mai ca th a ŋs a kha	amaicataŋsakha	2S/A NEG eat NEG PST PRF PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 771 2458 1202 6702 1202 1335	CLLDCh3R06S02.1272	CLLD	Conversation	10198	a.mai	ag.neg	"ag,neg"
clldch3r04s07	61	617997	a mai chid yokt a ŋs e	amachiyoktaŋseʔ	2S/A NEG wash NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 857 2460 1202 6702 1234	CLLDCh3R04S07.0067	CLLD	Conversation	10138	a.mai	ag.neg	"ag,neg"
cldlch2r02s03	62	48844	a mai pid yokt u kha	amapiyoktokha	2S/A NEG give NEG 3P NMLZ	prefix prefix stem suffix suffix suffix	654 1199 363 2460 2459 1335	CLDLCh2R02S03.235	CLDL	Conversation	10950	a.mai	ag.neg	"ag,neg"
clldch4r04s03	63	824995	mai na latt a yokt e	mainalayokte	NEG 3>2 be.enough.for PST NEG IND.PST	prefix prefix stem suffix suffix suffix	1199 1200 227 1202 2460 1234	CLLDCh4R04S03.0732	CLLD	Conversation	9123	mai.na	neg.pat	"neg,pat"
clldch2r02s07	63	395068	mai u ta th e	maiutate	NEG 3nsS/A come NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 2458 1234	CLLDCh2R02S07.069	CLLD	Conversation	9067	mai.u	neg.ag	"ag,neg"
clldch1r06s02	63	276504	mai u thap t a ŋs a ce e ʔ	maiuthaptaŋsaceʔ	NEG 3nsS/A come.across NEG PST PRF PST d IND.PST EMPH	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix	1199 1201 2258 2458 1202 6702 1202 1203 1234 6766	CLLDCh1R06S02.1172	CLLD	Conversation	9187	mai.u	neg.ag	"ag,neg"
clldch4r03s03	63	805325	mai a hid th e	maiahite	NEG 2S/A be.finished NEG IND.PST	prefix prefix stem suffix suffix	1199 654 126 2458 1234	CLLDCh4R03S03.0655	CLLD	Conversation	9097	mai.a	neg.ag	"ag,neg"
clldch1r04s02	63	234928	mai a hid yokt e	maiahiyokte	NEG 2S/A can NEG IND.PST	prefix prefix stem suffix suffix	1199 654 127 2460 1234	CLLDCh1R04S02.0312	CLLD	Conversation	9121	mai.a	neg.ag	"ag,neg"
clldch2r06s03	63	440944	mai a loŋs i ŋs i e	maialontiŋsihẽ	NEG 2S/A praise 1/2pS/P PRF 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1573 1678 6702 1678 1234	CLLDCh2R06S03.0882	CLLD	Conversation	9188	mai.a	neg.ag	"ag,neg"
clldch2r04s04	63	422408	na mai buk th i kha	namabuktikha	3>2 NEG ask.for NEG 1/2pS/P NMLZ	prefix prefix stem suffix suffix suffix	1200 1199 21 2458 1678 1335	CLLDCh2R04S04.25	CLLD	Conversation	9125	na.mai	pat.neg	"neg,pat"
clldch2r06s04	63	443639	u mai khat th a ŋs e	umaikhattaŋse	3nsS/A NEG go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 1363 2458 1202 6702 1234	CLLDCh2R06S04.0841	CLLD	Conversation	9189	u.mai	ag.neg	"ag,neg"
clldch2r06s04	63	443645	u mai khat yokt a ŋs e	umaikhaiyoktaŋse	3nsS/A NEG go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 1363 2460 1202 6702 1234	CLLDCh2R06S04.0844	CLLD	Conversation	9189	u.mai	ag.neg	"ag,neg"
clldch4r05s02	63	845476	u mai patt th e	umaipatthe	3nsS/A NEG call NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1842 2458 1234	CLLDCh4R05S02.0391	CLLD	Conversation	9155	u.mai	ag.neg	"ag,neg"
cldlch1r01s02	63	24346	u mai lett th a ŋs a kha	umailetthaŋsakha	3nsS/A NEG plant NEG PST PRF PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	1201 1199 242 2458 1202 6702 1202 1335	CLDLCh1R01S02.0647	CLDL	Conversation	9032	u.mai	ag.neg	"ag,neg"
clldch1r04s05	63	241035	u mai khomd th a ŋs e	umaikhomthaŋse	3nsS/A NEG light NEG IMP PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 304 2458 1236 6702 1234	CLLDCh1R04S05.0268	CLLD	Conversation	9124	u.mai	ag.neg	"ag,neg"
clldch4r05s04	63	850374	u mai pid yokt u kha	umaipiyoktokha	3nsS/A NEG allow.to NEG 3P NMLZ	prefix prefix stem suffix suffix suffix	1201 1199 363 2460 2459 1335	CLLDCh4R05S04.0129	CLLD	Conversation	9159	u.mai	ag.neg	"ag,neg"
clldch4r01s02	63	760279	u mai tok th a ŋs e	umaitokthase	3nsS/A NEG get NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 523 2458 1202 6702 1234	CLLDCh4R01S02.209	CLLD	Conversation	9034	u.mai	ag.neg	"ag,neg"
clldch4r06s02	63	870319	a mai hap th e	amahapthe	2S/A NEG cry NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1151 2458 1234	CLLDCh4R06S02.320	CLLD	Conversation	9188	a.mai	ag.neg	"ag,neg"
clldch3r06s03	63	642564	a mai hid th e ʔ	amaihiteʔ	2S/A NEG can NEG IND.PST EMPH	prefix prefix stem suffix suffix suffix	654 1199 127 2458 1234 6766	CLLDCh3R06S03.0071	CLLD	Conversation	9188	a.mai	ag.neg	"ag,neg"
clldch3r05s08	63	634208	a mai hid th i ŋs i kha	amaihitiŋsikha	2S/A NEG finish.to NEG 1/2pS/P PRF 1/2pS/P NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 127 2458 1678 6702 1678 1335	CLLDCh3R05S08.624	CLLD	Conversation	9161	a.mai	ag.neg	"ag,neg"
clldch1r05s03	63	258980	a mai khat th hẽ	amaikhaʔthe	2S/A NEG go NEG ePST	prefix prefix stem suffix suffix	654 1199 1363 2458 1234	CLLDCh1R05S03.204	CLLD	Conversation	9157	a.mai	ag.neg	"ag,neg"
clldch4r05s02	63	847702	a mai khag th u ce e	amaikhaŋthuce	2S/A NEG see NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1366 2458 2459 1204 1234	CLLDCh4R05S02.1284	CLLD	Conversation	9155	a.mai	ag.neg	"ag,neg"
clldch1r02s04b	63	210039	a mai khet t e	amaikheʔthe	2S/A NEG buy NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1373 2458 1234	CLLDCh1R02S04b.0533	CLLD	Conversation	9068	a.mai	ag.neg	"ag,neg"
cldlch2r02s04	63	50796	a mai lud yokt e	amaluyokte	2S/A NEG tell NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1575 2460 1234	CLDLCh2R02S04.400	CLDL	Conversation	9097	a.mai	ag.neg	"ag,neg"
clldch1r06s04	63	283309	a mai khoŋs th i kha	amaikhoŋthikha	2S/A NEG play.with NEG 1/2pS/P NMLZ	prefix prefix stem suffix suffix suffix	654 1199 215 2458 1678 1335	CLLDCh1R06S04.1101	CLLD	Conversation	9191	a.mai	ag.neg	"ag,neg"
clldch1r05s04	63	260910	a mai thapt t e	amaithapte	2S/A NEG bring.across NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2260 2458 1234	CLLDCh1R05S04.0521	CLLD	Conversation	9159	a.mai	ag.neg	"ag,neg"
clldch1r06s03	63	277574	a mai mitt th a yakt e	amaimittakteʔ	2S/A NEG think NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 301 2458 1202 6674 1234	CLLDCh1R06S03.0264	CLLD	Conversation	9188	a.mai	ag.neg	"ag,neg"
clldch3r06s03	63	646379	a mai pid u yokt e ʔ	amaipiyokteʔ	2S/A NEG give 3P NEG IND.PST EMPH	prefix prefix stem suffix suffix suffix suffix	654 1199 363 2459 2460 1234 6766	CLLDCh3R06S03.1799	CLLD	Conversation	9188	a.mai	ag.neg	"ag,neg"
clldch4r06s02	63	870592	a mai rɨs yokt e	amariyokte	2S/A NEG move.round NEG IND.PST	prefix prefix stem suffix suffix	654 1199 433 2460 1234	CLLDCh4R06S02.436	CLLD	Conversation	9188	a.mai	ag.neg	"ag,neg"
cldlch2r01s01	63	36682	a mai set th u ŋs e	amaisetthoŋse	2S/A NEG hit NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 452 2458 2459 6702 1234	CLDLCh2R01S01.452	CLDL	Conversation	9032	a.mai	ag.neg	"ag,neg"
clldch1r05s01	63	257110	a mai ci t a yakt a ce e	amaicathaktace	2S/A NEG eat NEG PST IPFV PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 771 2458 1202 6674 1202 1203 1234	CLLDCh1R05S01.0864	CLLD	Conversation	9154	a.mai	ag.neg	"ag,neg"
